"Algorithm","Run_ID","Repeat","Fold_ID","Fold_Number","Grid_Mean","Grid_SD","Threshold_P90","Threshold_P95","Threshold_P99","Threshold_Mean_Plus_2SD"
"XGBoost","Repeat_28_Fold_03",28,"Fold_03",3,0.07410066080658,0.175362317676011,0.194053009152412,0.437849640846252,0.9313335698843,0.424825296158602
"XGBoost","Repeat_28_Fold_04",28,"Fold_04",4,0.108681907711822,0.192729371632035,0.335068789124489,0.656229850649834,0.885450005531311,0.494140650975892
"XGBoost","Repeat_28_Fold_05",28,"Fold_05",5,0.0783521426624308,0.17970859817112,0.219669362902641,0.526028871536255,0.916319966316223,0.43776933900467
"XGBoost","Repeat_29_Fold_01",29,"Fold_01",1,0.0845395939758358,0.204621311488559,0.302971035242081,0.649679976701735,0.932924309968948,0.493782216952954
"XGBoost","Repeat_29_Fold_02",29,"Fold_02",2,0.0594483422849711,0.159268776421632,0.145203310251236,0.407665103673935,0.862757831811905,0.377985895128235
"XGBoost","Repeat_29_Fold_03",29,"Fold_03",3,0.0651971398227761,0.165331314216121,0.127919986844063,0.481078594923019,0.872112745046617,0.395859768255017
"XGBoost","Repeat_29_Fold_04",29,"Fold_04",4,0.0905097014699519,0.205922011294629,0.257177501916885,0.582830786705017,0.949404120445251,0.502353724059209
"XGBoost","Repeat_29_Fold_05",29,"Fold_05",5,0.0756381153403587,0.171194017069699,0.211266323924065,0.517458379268646,0.902843236923218,0.418026149479756
"XGBoost","Repeat_30_Fold_01",30,"Fold_01",1,0.0816426529921591,0.183719459032729,0.332119733095169,0.577347347140312,0.854631721973419,0.449081571057618
"XGBoost","Repeat_30_Fold_02",30,"Fold_02",2,0.0834733441992042,0.17321489470831,0.285440057516098,0.534794312715529,0.842303906083107,0.429903133615824
"XGBoost","Repeat_30_Fold_03",30,"Fold_03",3,0.0889621340017766,0.183984609062915,0.295768469572067,0.600890576839447,0.844115912914276,0.456931352127607
"XGBoost","Repeat_30_Fold_04",30,"Fold_04",4,0.094596328244467,0.192645026498747,0.318409740924835,0.661673188209534,0.856110188364983,0.479886381241962
"XGBoost","Repeat_30_Fold_05",30,"Fold_05",5,0.0688641250604511,0.171575536763805,0.148331478238106,0.535395908355711,0.895732641220093,0.412015198588061
