"CellID","X","Y","SVM_Mean_Probability","SVM_SD_Probability","SVM_Min_Probability","SVM_Max_Probability","SVM_Prediction_n"
30,531738.5791,4419989.11,0.0231695852993242,0.0183879069390119,0.000606398306194111,0.0982314507908569,150
31,531763.5791,4419989.11,0.0230797221139022,0.0183906030313604,0.00061289948557291,0.0982958001000787,150
32,531788.5791,4419989.11,0.0232413547676139,0.0187545530790332,0.000634838196051728,0.100695218707081,150
33,531813.5791,4419989.11,0.023169879644654,0.018787161224579,0.000639231066574607,0.100852133599184,150
34,531838.5791,4419989.11,0.023107724976198,0.0188354896148486,0.000642944294945945,0.101044895973212,150
35,531863.5791,4419989.11,0.0233946335463509,0.0193318353427004,0.000640001512201151,0.0985659533766252,150
36,531888.5791,4419989.11,0.0233494788048982,0.0194071054768524,0.000643024723163924,0.0988111833725542,150
37,531913.5791,4419989.11,0.0233143372454424,0.0194976970392134,0.000645345080654098,0.0990898518883778,150
38,531938.5791,4419989.11,0.0232892340208205,0.0196033664334749,0.000646953212270088,0.0994014924858835,150
39,531963.5791,4419989.11,0.0232741686384151,0.0197239066716048,0.000647845307723175,0.0997455876639417,150
40,531988.5791,4419989.11,0.0232691186495444,0.0198591419087934,0.000648023345775515,0.100121531975014,150
41,532013.5791,4419989.11,0.0232740408472629,0.0200089287166835,0.000647494707375179,0.100528647951476,150
42,532038.5791,4419989.11,0.0227316618739963,0.019461948398543,0.000642686021102439,0.1013194660305,150
43,532063.5791,4419989.11,0.0227513152933202,0.019638479690649,0.000641012159586522,0.10177938186303,150
44,532088.5791,4419989.11,0.0227799974707367,0.0198286716813908,0.000638671364611918,0.102268018438184,150
45,532113.5791,4419989.11,0.0228176670515872,0.0200325155561806,0.000635688004379267,0.102784429885208,150
46,532138.5791,4419989.11,0.0228642694764083,0.0202500025151242,0.000632090463957187,0.103327570459963,150
47,532163.5791,4419989.11,0.0229197362889368,0.0204811222682239,0.000627910214182317,0.103896325739076,150
48,532188.5791,4419989.11,0.0229839823273917,0.0207258552798463,0.00062318190671448,0.104489505481416,150
49,532213.5791,4419989.11,0.0227609420087239,0.0204329400152942,0.000632677633427892,0.103690766705712,150
50,532238.5791,4419989.11,0.0228334327303026,0.020701599415793,0.000627051469375167,0.104314902070847,150
51,532263.5791,4419989.11,0.0229146905904108,0.0209839822536912,0.000620968312790358,0.104959386626939,150
52,532288.5791,4419989.11,0.0234712488022619,0.022091700392804,0.000588179439061177,0.106582738243733,150
53,532313.5791,4419989.11,0.0235761624615377,0.0223991087162147,0.000582024560584261,0.107256807119269,150
54,532338.5791,4419989.11,0.0225128208322564,0.0207664688836093,0.000624200828404428,0.108186386603615,150
55,532363.5791,4419989.11,0.0226087865895662,0.0211024748887289,0.000615461384555854,0.108913481387131,150
56,532388.5791,4419989.11,0.0227168940999574,0.0214533605977607,0.000606478487373382,0.109653477299082,150
57,532413.5791,4419989.11,0.0228371494023232,0.0218184219603111,0.000597299068384525,0.110404574826059,150
58,532438.5791,4419989.11,0.0229694171477918,0.0221968353434588,0.000587968740614206,0.111164920081786,150
