"Algorithm","Run_ID","Repeat","Fold_ID","Grid_ID","Kernel","Cost","Gamma","Inner_nfold","Inner_CV_Logloss"
"SVM","Repeat_15_Fold_01",15,"Fold_01",12,"radial",100,1,4,0.16011949987911
"SVM","Repeat_15_Fold_02",15,"Fold_02",1,"radial",0.1,0.01,4,0.17806677682266
"SVM","Repeat_15_Fold_02",15,"Fold_02",2,"radial",1,0.01,4,0.165213517282477
"SVM","Repeat_15_Fold_02",15,"Fold_02",3,"radial",10,0.01,4,0.141283277405333
"SVM","Repeat_15_Fold_02",15,"Fold_02",4,"radial",100,0.01,4,0.149402740007916
"SVM","Repeat_15_Fold_02",15,"Fold_02",5,"radial",0.1,0.1,4,0.181737606282637
"SVM","Repeat_15_Fold_02",15,"Fold_02",6,"radial",1,0.1,4,0.211808933539599
"SVM","Repeat_15_Fold_02",15,"Fold_02",7,"radial",10,0.1,4,0.217902337074742
"SVM","Repeat_15_Fold_02",15,"Fold_02",8,"radial",100,0.1,4,0.206466215724182
"SVM","Repeat_15_Fold_02",15,"Fold_02",9,"radial",0.1,1,4,0.202387887034344
"SVM","Repeat_15_Fold_02",15,"Fold_02",10,"radial",1,1,4,0.161167429981067
"SVM","Repeat_15_Fold_02",15,"Fold_02",11,"radial",10,1,4,0.160656989200402
"SVM","Repeat_15_Fold_02",15,"Fold_02",12,"radial",100,1,4,0.160353764817821
"SVM","Repeat_15_Fold_03",15,"Fold_03",1,"radial",0.1,0.01,4,0.167911241707783
"SVM","Repeat_15_Fold_03",15,"Fold_03",2,"radial",1,0.01,4,0.16296475419301
"SVM","Repeat_15_Fold_03",15,"Fold_03",3,"radial",10,0.01,4,0.168675045132693
"SVM","Repeat_15_Fold_03",15,"Fold_03",4,"radial",100,0.01,4,0.152733151564416
"SVM","Repeat_15_Fold_03",15,"Fold_03",5,"radial",0.1,0.1,4,0.166533578151168
"SVM","Repeat_15_Fold_03",15,"Fold_03",6,"radial",1,0.1,4,0.201785286354765
"SVM","Repeat_15_Fold_03",15,"Fold_03",7,"radial",10,0.1,4,0.243915985017184
"SVM","Repeat_15_Fold_03",15,"Fold_03",8,"radial",100,0.1,4,0.23366900428571
"SVM","Repeat_15_Fold_03",15,"Fold_03",9,"radial",0.1,1,4,0.170889881763196
"SVM","Repeat_15_Fold_03",15,"Fold_03",10,"radial",1,1,4,0.165062670307255
"SVM","Repeat_15_Fold_03",15,"Fold_03",11,"radial",10,1,4,0.166665787559303
"SVM","Repeat_15_Fold_03",15,"Fold_03",12,"radial",100,1,4,0.168602367196101
"SVM","Repeat_15_Fold_04",15,"Fold_04",1,"radial",0.1,0.01,4,0.188600528559542
"SVM","Repeat_15_Fold_04",15,"Fold_04",2,"radial",1,0.01,4,0.142016872902648
"SVM","Repeat_15_Fold_04",15,"Fold_04",3,"radial",10,0.01,4,0.140437967240706
"SVM","Repeat_15_Fold_04",15,"Fold_04",4,"radial",100,0.01,4,0.158012828244647
"SVM","Repeat_15_Fold_04",15,"Fold_04",5,"radial",0.1,0.1,4,0.148293318250456
"SVM","Repeat_15_Fold_04",15,"Fold_04",6,"radial",1,0.1,4,0.134636131492986
"SVM","Repeat_15_Fold_04",15,"Fold_04",7,"radial",10,0.1,4,0.131535901069984
"SVM","Repeat_15_Fold_04",15,"Fold_04",8,"radial",100,0.1,4,0.143795059869043
"SVM","Repeat_15_Fold_04",15,"Fold_04",9,"radial",0.1,1,4,0.177468893070132
"SVM","Repeat_15_Fold_04",15,"Fold_04",10,"radial",1,1,4,0.137341387807863
"SVM","Repeat_15_Fold_04",15,"Fold_04",11,"radial",10,1,4,0.158584413981327
"SVM","Repeat_15_Fold_04",15,"Fold_04",12,"radial",100,1,4,0.139107181448002
"SVM","Repeat_15_Fold_05",15,"Fold_05",1,"radial",0.1,0.01,4,0.178007109568566
"SVM","Repeat_15_Fold_05",15,"Fold_05",2,"radial",1,0.01,4,0.163528165129622
"SVM","Repeat_15_Fold_05",15,"Fold_05",3,"radial",10,0.01,4,0.147370888641032
"SVM","Repeat_15_Fold_05",15,"Fold_05",4,"radial",100,0.01,4,0.149841853010918
"SVM","Repeat_15_Fold_05",15,"Fold_05",5,"radial",0.1,0.1,4,0.168864047869387
"SVM","Repeat_15_Fold_05",15,"Fold_05",6,"radial",1,0.1,4,0.16472887655229
"SVM","Repeat_15_Fold_05",15,"Fold_05",7,"radial",10,0.1,4,0.16474330151584
"SVM","Repeat_15_Fold_05",15,"Fold_05",8,"radial",100,0.1,4,0.201158902478976
"SVM","Repeat_15_Fold_05",15,"Fold_05",9,"radial",0.1,1,4,0.167135652412623
"SVM","Repeat_15_Fold_05",15,"Fold_05",10,"radial",1,1,4,0.165468790420755
"SVM","Repeat_15_Fold_05",15,"Fold_05",11,"radial",10,1,4,0.167201424764704
"SVM","Repeat_15_Fold_05",15,"Fold_05",12,"radial",100,1,4,0.165994989153195
"SVM","Repeat_16_Fold_01",16,"Fold_01",1,"radial",0.1,0.01,4,0.175289646368693
"SVM","Repeat_16_Fold_01",16,"Fold_01",2,"radial",1,0.01,4,0.149831656082814
"SVM","Repeat_16_Fold_01",16,"Fold_01",3,"radial",10,0.01,4,0.151498767774174
"SVM","Repeat_16_Fold_01",16,"Fold_01",4,"radial",100,0.01,4,0.155374516872227
"SVM","Repeat_16_Fold_01",16,"Fold_01",5,"radial",0.1,0.1,4,0.166427586286891
"SVM","Repeat_16_Fold_01",16,"Fold_01",6,"radial",1,0.1,4,0.180688306519576
"SVM","Repeat_16_Fold_01",16,"Fold_01",7,"radial",10,0.1,4,0.155410199622642
"SVM","Repeat_16_Fold_01",16,"Fold_01",8,"radial",100,0.1,4,0.192556461179237
"SVM","Repeat_16_Fold_01",16,"Fold_01",9,"radial",0.1,1,4,0.204801327561769
"SVM","Repeat_16_Fold_01",16,"Fold_01",10,"radial",1,1,4,0.160319330924347
"SVM","Repeat_16_Fold_01",16,"Fold_01",11,"radial",10,1,4,0.16166526958801
"SVM","Repeat_16_Fold_01",16,"Fold_01",12,"radial",100,1,4,0.160894728069932
"SVM","Repeat_16_Fold_02",16,"Fold_02",1,"radial",0.1,0.01,4,0.176781666132564
"SVM","Repeat_16_Fold_02",16,"Fold_02",2,"radial",1,0.01,4,0.138636490447611
"SVM","Repeat_16_Fold_02",16,"Fold_02",3,"radial",10,0.01,4,0.155317612205421
"SVM","Repeat_16_Fold_02",16,"Fold_02",4,"radial",100,0.01,4,0.138228176182694
"SVM","Repeat_16_Fold_02",16,"Fold_02",5,"radial",0.1,0.1,4,0.176209652296452
"SVM","Repeat_16_Fold_02",16,"Fold_02",6,"radial",1,0.1,4,0.203619281991915
"SVM","Repeat_16_Fold_02",16,"Fold_02",7,"radial",10,0.1,4,0.21457125925813
"SVM","Repeat_16_Fold_02",16,"Fold_02",8,"radial",100,0.1,4,0.177252200903603
"SVM","Repeat_16_Fold_02",16,"Fold_02",9,"radial",0.1,1,4,0.234133717804091
"SVM","Repeat_16_Fold_02",16,"Fold_02",10,"radial",1,1,4,0.261441296485575
"SVM","Repeat_16_Fold_02",16,"Fold_02",11,"radial",10,1,4,0.241136834271323
"SVM","Repeat_16_Fold_02",16,"Fold_02",12,"radial",100,1,4,0.247889690745011
"SVM","Repeat_16_Fold_03",16,"Fold_03",1,"radial",0.1,0.01,4,0.147383607273617
"SVM","Repeat_16_Fold_03",16,"Fold_03",2,"radial",1,0.01,4,0.160566124515496
"SVM","Repeat_16_Fold_03",16,"Fold_03",3,"radial",10,0.01,4,0.137859511641699
"SVM","Repeat_16_Fold_03",16,"Fold_03",4,"radial",100,0.01,4,0.154843673520565
"SVM","Repeat_16_Fold_03",16,"Fold_03",5,"radial",0.1,0.1,4,0.162544219262766
"SVM","Repeat_16_Fold_03",16,"Fold_03",6,"radial",1,0.1,4,0.197571747463946
"SVM","Repeat_16_Fold_03",16,"Fold_03",7,"radial",10,0.1,4,0.190776665348978
"SVM","Repeat_16_Fold_03",16,"Fold_03",8,"radial",100,0.1,4,0.229048067239318
"SVM","Repeat_16_Fold_03",16,"Fold_03",9,"radial",0.1,1,4,0.169822611602606
"SVM","Repeat_16_Fold_03",16,"Fold_03",10,"radial",1,1,4,0.160140038290446
"SVM","Repeat_16_Fold_03",16,"Fold_03",11,"radial",10,1,4,0.163769784448675
"SVM","Repeat_16_Fold_03",16,"Fold_03",12,"radial",100,1,4,0.16566401608497
"SVM","Repeat_16_Fold_04",16,"Fold_04",1,"radial",0.1,0.01,4,0.178540791438387
"SVM","Repeat_16_Fold_04",16,"Fold_04",2,"radial",1,0.01,4,0.131494944330433
"SVM","Repeat_16_Fold_04",16,"Fold_04",3,"radial",10,0.01,4,0.191257697232076
"SVM","Repeat_16_Fold_04",16,"Fold_04",4,"radial",100,0.01,4,0.216754074820902
"SVM","Repeat_16_Fold_04",16,"Fold_04",5,"radial",0.1,0.1,4,0.164569609861726
"SVM","Repeat_16_Fold_04",16,"Fold_04",6,"radial",1,0.1,4,0.139053234732659
"SVM","Repeat_16_Fold_04",16,"Fold_04",7,"radial",10,0.1,4,0.150310052334994
"SVM","Repeat_16_Fold_04",16,"Fold_04",8,"radial",100,0.1,4,0.138802269210223
"SVM","Repeat_16_Fold_04",16,"Fold_04",9,"radial",0.1,1,4,0.203487953567512
"SVM","Repeat_16_Fold_04",16,"Fold_04",10,"radial",1,1,4,0.15408475599809
"SVM","Repeat_16_Fold_04",16,"Fold_04",11,"radial",10,1,4,0.160510029874151
"SVM","Repeat_16_Fold_04",16,"Fold_04",12,"radial",100,1,4,0.172548914098252
"SVM","Repeat_16_Fold_05",16,"Fold_05",1,"radial",0.1,0.01,4,0.152441349880954
"SVM","Repeat_16_Fold_05",16,"Fold_05",2,"radial",1,0.01,4,0.153963651921437
"SVM","Repeat_16_Fold_05",16,"Fold_05",3,"radial",10,0.01,4,0.1451378808232
"SVM","Repeat_16_Fold_05",16,"Fold_05",4,"radial",100,0.01,4,0.180219836602127
"SVM","Repeat_16_Fold_05",16,"Fold_05",5,"radial",0.1,0.1,4,0.179784542436926
"SVM","Repeat_16_Fold_05",16,"Fold_05",6,"radial",1,0.1,4,0.194085568777724
"SVM","Repeat_16_Fold_05",16,"Fold_05",7,"radial",10,0.1,4,0.216777415945853
"SVM","Repeat_16_Fold_05",16,"Fold_05",8,"radial",100,0.1,4,0.215947808977059
"SVM","Repeat_16_Fold_05",16,"Fold_05",9,"radial",0.1,1,4,0.173338370120594
"SVM","Repeat_16_Fold_05",16,"Fold_05",10,"radial",1,1,4,0.163527743782369
"SVM","Repeat_16_Fold_05",16,"Fold_05",11,"radial",10,1,4,0.164642452789524
"SVM","Repeat_16_Fold_05",16,"Fold_05",12,"radial",100,1,4,0.162293386646453
"SVM","Repeat_17_Fold_01",17,"Fold_01",1,"radial",0.1,0.01,4,0.166558810072907
"SVM","Repeat_17_Fold_01",17,"Fold_01",2,"radial",1,0.01,4,0.157423375534646
"SVM","Repeat_17_Fold_01",17,"Fold_01",3,"radial",10,0.01,4,0.184644320438048
"SVM","Repeat_17_Fold_01",17,"Fold_01",4,"radial",100,0.01,4,0.186489668092071
"SVM","Repeat_17_Fold_01",17,"Fold_01",5,"radial",0.1,0.1,4,0.17522511052338
"SVM","Repeat_17_Fold_01",17,"Fold_01",6,"radial",1,0.1,4,0.171535065484133
"SVM","Repeat_17_Fold_01",17,"Fold_01",7,"radial",10,0.1,4,0.197838025764024
"SVM","Repeat_17_Fold_01",17,"Fold_01",8,"radial",100,0.1,4,0.199047598342627
"SVM","Repeat_17_Fold_01",17,"Fold_01",9,"radial",0.1,1,4,0.186746127869656
"SVM","Repeat_17_Fold_01",17,"Fold_01",10,"radial",1,1,4,0.191913226524749
"SVM","Repeat_17_Fold_01",17,"Fold_01",11,"radial",10,1,4,0.186118472622918
"SVM","Repeat_17_Fold_01",17,"Fold_01",12,"radial",100,1,4,0.169184291374173
"SVM","Repeat_17_Fold_02",17,"Fold_02",1,"radial",0.1,0.01,4,0.17131238863176
"SVM","Repeat_17_Fold_02",17,"Fold_02",2,"radial",1,0.01,4,0.154828408171907
"SVM","Repeat_17_Fold_02",17,"Fold_02",3,"radial",10,0.01,4,0.153948626997344
"SVM","Repeat_17_Fold_02",17,"Fold_02",4,"radial",100,0.01,4,0.160050192744495
"SVM","Repeat_17_Fold_02",17,"Fold_02",5,"radial",0.1,0.1,4,0.170721817812965
"SVM","Repeat_17_Fold_02",17,"Fold_02",6,"radial",1,0.1,4,0.196250021831958
"SVM","Repeat_17_Fold_02",17,"Fold_02",7,"radial",10,0.1,4,0.224593893392988
"SVM","Repeat_17_Fold_02",17,"Fold_02",8,"radial",100,0.1,4,0.221199662402879
"SVM","Repeat_17_Fold_02",17,"Fold_02",9,"radial",0.1,1,4,0.209090570940131
"SVM","Repeat_17_Fold_02",17,"Fold_02",10,"radial",1,1,4,0.209983086419667
"SVM","Repeat_17_Fold_02",17,"Fold_02",11,"radial",10,1,4,0.187072129881201
"SVM","Repeat_17_Fold_02",17,"Fold_02",12,"radial",100,1,4,0.178325715608583
"SVM","Repeat_17_Fold_03",17,"Fold_03",1,"radial",0.1,0.01,4,0.152081606044097
"SVM","Repeat_17_Fold_03",17,"Fold_03",2,"radial",1,0.01,4,0.1501772150812
"SVM","Repeat_17_Fold_03",17,"Fold_03",3,"radial",10,0.01,4,0.152967660664664
"SVM","Repeat_17_Fold_03",17,"Fold_03",4,"radial",100,0.01,4,0.164665716648969
"SVM","Repeat_17_Fold_03",17,"Fold_03",5,"radial",0.1,0.1,4,0.162305043716405
"SVM","Repeat_17_Fold_03",17,"Fold_03",6,"radial",1,0.1,4,0.181647931196216
"SVM","Repeat_17_Fold_03",17,"Fold_03",7,"radial",10,0.1,4,0.197330448901372
"SVM","Repeat_17_Fold_03",17,"Fold_03",8,"radial",100,0.1,4,0.182653251625543
"SVM","Repeat_17_Fold_03",17,"Fold_03",9,"radial",0.1,1,4,0.177643311250755
"SVM","Repeat_17_Fold_03",17,"Fold_03",10,"radial",1,1,4,0.165333172906111
"SVM","Repeat_17_Fold_03",17,"Fold_03",11,"radial",10,1,4,0.166032121675648
"SVM","Repeat_17_Fold_03",17,"Fold_03",12,"radial",100,1,4,0.165142724257149
"SVM","Repeat_17_Fold_04",17,"Fold_04",1,"radial",0.1,0.01,4,0.176996063201884
"SVM","Repeat_17_Fold_04",17,"Fold_04",2,"radial",1,0.01,4,0.145252319488807
"SVM","Repeat_17_Fold_04",17,"Fold_04",3,"radial",10,0.01,4,0.165148243092497
"SVM","Repeat_17_Fold_04",17,"Fold_04",4,"radial",100,0.01,4,0.21132906347203
"SVM","Repeat_17_Fold_04",17,"Fold_04",5,"radial",0.1,0.1,4,0.152488254219755
"SVM","Repeat_17_Fold_04",17,"Fold_04",6,"radial",1,0.1,4,0.17522194681364
"SVM","Repeat_17_Fold_04",17,"Fold_04",7,"radial",10,0.1,4,0.176380532477767
"SVM","Repeat_17_Fold_04",17,"Fold_04",8,"radial",100,0.1,4,0.178071932929441
"SVM","Repeat_17_Fold_04",17,"Fold_04",9,"radial",0.1,1,4,0.206539013246729
"SVM","Repeat_17_Fold_04",17,"Fold_04",10,"radial",1,1,4,0.226428716127328
"SVM","Repeat_17_Fold_04",17,"Fold_04",11,"radial",10,1,4,0.211238861693435
"SVM","Repeat_17_Fold_04",17,"Fold_04",12,"radial",100,1,4,0.230274388609634
"SVM","Repeat_17_Fold_05",17,"Fold_05",1,"radial",0.1,0.01,4,0.180250765267869
"SVM","Repeat_17_Fold_05",17,"Fold_05",2,"radial",1,0.01,4,0.148105039574871
"SVM","Repeat_17_Fold_05",17,"Fold_05",3,"radial",10,0.01,4,0.156477926202514
"SVM","Repeat_17_Fold_05",17,"Fold_05",4,"radial",100,0.01,4,0.151247057555223
"SVM","Repeat_17_Fold_05",17,"Fold_05",5,"radial",0.1,0.1,4,0.164184952650804
"SVM","Repeat_17_Fold_05",17,"Fold_05",6,"radial",1,0.1,4,0.175995068134647
"SVM","Repeat_17_Fold_05",17,"Fold_05",7,"radial",10,0.1,4,0.167265162501046
"SVM","Repeat_17_Fold_05",17,"Fold_05",8,"radial",100,0.1,4,0.199483742156172
"SVM","Repeat_17_Fold_05",17,"Fold_05",9,"radial",0.1,1,4,0.170603420474284
"SVM","Repeat_17_Fold_05",17,"Fold_05",10,"radial",1,1,4,0.167571125234624
"SVM","Repeat_17_Fold_05",17,"Fold_05",11,"radial",10,1,4,0.171257463922355
"SVM","Repeat_17_Fold_05",17,"Fold_05",12,"radial",100,1,4,0.169996257941603
"SVM","Repeat_18_Fold_01",18,"Fold_01",1,"radial",0.1,0.01,4,0.189590532865781
"SVM","Repeat_18_Fold_01",18,"Fold_01",2,"radial",1,0.01,4,0.168038569628135
"SVM","Repeat_18_Fold_01",18,"Fold_01",3,"radial",10,0.01,4,0.180909248523887
"SVM","Repeat_18_Fold_01",18,"Fold_01",4,"radial",100,0.01,4,0.165290159695294
"SVM","Repeat_18_Fold_01",18,"Fold_01",5,"radial",0.1,0.1,4,0.180389663068286
"SVM","Repeat_18_Fold_01",18,"Fold_01",6,"radial",1,0.1,4,0.203934013824963
"SVM","Repeat_18_Fold_01",18,"Fold_01",7,"radial",10,0.1,4,0.159076761307853
"SVM","Repeat_18_Fold_01",18,"Fold_01",8,"radial",100,0.1,4,0.179510826597419
"SVM","Repeat_18_Fold_01",18,"Fold_01",9,"radial",0.1,1,4,0.264655087563149
"SVM","Repeat_18_Fold_01",18,"Fold_01",10,"radial",1,1,4,0.185168935241724
"SVM","Repeat_18_Fold_01",18,"Fold_01",11,"radial",10,1,4,0.191522449736174
"SVM","Repeat_18_Fold_01",18,"Fold_01",12,"radial",100,1,4,0.173837339707932
"SVM","Repeat_18_Fold_02",18,"Fold_02",1,"radial",0.1,0.01,4,0.178055236456926
"SVM","Repeat_18_Fold_02",18,"Fold_02",2,"radial",1,0.01,4,0.146829300960009
"SVM","Repeat_18_Fold_02",18,"Fold_02",3,"radial",10,0.01,4,0.174017678434997
"SVM","Repeat_18_Fold_02",18,"Fold_02",4,"radial",100,0.01,4,0.148714635280764
"SVM","Repeat_18_Fold_02",18,"Fold_02",5,"radial",0.1,0.1,4,0.17650461160115
"SVM","Repeat_18_Fold_02",18,"Fold_02",6,"radial",1,0.1,4,0.227686676234533
"SVM","Repeat_18_Fold_02",18,"Fold_02",7,"radial",10,0.1,4,0.168162169980226
"SVM","Repeat_18_Fold_02",18,"Fold_02",8,"radial",100,0.1,4,0.199175811670416
"SVM","Repeat_18_Fold_02",18,"Fold_02",9,"radial",0.1,1,4,0.223082073926533
"SVM","Repeat_18_Fold_02",18,"Fold_02",10,"radial",1,1,4,0.166697808415514
"SVM","Repeat_18_Fold_02",18,"Fold_02",11,"radial",10,1,4,0.16393052909541
"SVM","Repeat_18_Fold_02",18,"Fold_02",12,"radial",100,1,4,0.14780696579843
"SVM","Repeat_18_Fold_03",18,"Fold_03",1,"radial",0.1,0.01,4,0.162822681881179
"SVM","Repeat_18_Fold_03",18,"Fold_03",2,"radial",1,0.01,4,0.145305261383883
"SVM","Repeat_18_Fold_03",18,"Fold_03",3,"radial",10,0.01,4,0.188985361982397
"SVM","Repeat_18_Fold_03",18,"Fold_03",4,"radial",100,0.01,4,0.179097931918597
"SVM","Repeat_18_Fold_03",18,"Fold_03",5,"radial",0.1,0.1,4,0.178044760225883
"SVM","Repeat_18_Fold_03",18,"Fold_03",6,"radial",1,0.1,4,0.248346575064163
"SVM","Repeat_18_Fold_03",18,"Fold_03",7,"radial",10,0.1,4,0.305201542900035
"SVM","Repeat_18_Fold_03",18,"Fold_03",8,"radial",100,0.1,4,0.301472396839447
"SVM","Repeat_18_Fold_03",18,"Fold_03",9,"radial",0.1,1,4,0.178123533058792
"SVM","Repeat_18_Fold_03",18,"Fold_03",10,"radial",1,1,4,0.169742650741059
"SVM","Repeat_18_Fold_03",18,"Fold_03",11,"radial",10,1,4,0.165087045819495
"SVM","Repeat_18_Fold_03",18,"Fold_03",12,"radial",100,1,4,0.167807174965545
"SVM","Repeat_18_Fold_04",18,"Fold_04",1,"radial",0.1,0.01,4,0.168944865390328
"SVM","Repeat_18_Fold_04",18,"Fold_04",2,"radial",1,0.01,4,0.143088011602085
"SVM","Repeat_18_Fold_04",18,"Fold_04",3,"radial",10,0.01,4,0.168255913048878
"SVM","Repeat_18_Fold_04",18,"Fold_04",4,"radial",100,0.01,4,0.190516671556597
"SVM","Repeat_18_Fold_04",18,"Fold_04",5,"radial",0.1,0.1,4,0.162817948195401
"SVM","Repeat_18_Fold_04",18,"Fold_04",6,"radial",1,0.1,4,0.168110547251548
"SVM","Repeat_18_Fold_04",18,"Fold_04",7,"radial",10,0.1,4,0.167769154725258
"SVM","Repeat_18_Fold_04",18,"Fold_04",8,"radial",100,0.1,4,0.163539914077227
"SVM","Repeat_18_Fold_04",18,"Fold_04",9,"radial",0.1,1,4,0.189039390055531
"SVM","Repeat_18_Fold_04",18,"Fold_04",10,"radial",1,1,4,0.149855122553919
"SVM","Repeat_18_Fold_04",18,"Fold_04",11,"radial",10,1,4,0.143879684829522
"SVM","Repeat_18_Fold_04",18,"Fold_04",12,"radial",100,1,4,0.132650158154375
"SVM","Repeat_18_Fold_05",18,"Fold_05",1,"radial",0.1,0.01,4,0.180376374755205
"SVM","Repeat_18_Fold_05",18,"Fold_05",2,"radial",1,0.01,4,0.150097495720189
"SVM","Repeat_18_Fold_05",18,"Fold_05",3,"radial",10,0.01,4,0.181544006071005
"SVM","Repeat_18_Fold_05",18,"Fold_05",4,"radial",100,0.01,4,0.18716432885468
"SVM","Repeat_18_Fold_05",18,"Fold_05",5,"radial",0.1,0.1,4,0.17605537534177
"SVM","Repeat_18_Fold_05",18,"Fold_05",6,"radial",1,0.1,4,0.203473972023725
"SVM","Repeat_18_Fold_05",18,"Fold_05",7,"radial",10,0.1,4,0.29900201344712
"SVM","Repeat_18_Fold_05",18,"Fold_05",8,"radial",100,0.1,4,0.308471276899895
"SVM","Repeat_18_Fold_05",18,"Fold_05",9,"radial",0.1,1,4,0.173535870730018
"SVM","Repeat_18_Fold_05",18,"Fold_05",10,"radial",1,1,4,0.189968803086862
"SVM","Repeat_18_Fold_05",18,"Fold_05",11,"radial",10,1,4,0.191876597588528
"SVM","Repeat_18_Fold_05",18,"Fold_05",12,"radial",100,1,4,0.190070435883743
"SVM","Repeat_19_Fold_01",19,"Fold_01",1,"radial",0.1,0.01,4,0.17311104460333
"SVM","Repeat_19_Fold_01",19,"Fold_01",2,"radial",1,0.01,4,0.157092239514355
"SVM","Repeat_19_Fold_01",19,"Fold_01",3,"radial",10,0.01,4,0.17255989519313
"SVM","Repeat_19_Fold_01",19,"Fold_01",4,"radial",100,0.01,4,0.167454615533995
"SVM","Repeat_19_Fold_01",19,"Fold_01",5,"radial",0.1,0.1,4,0.17929564007619
"SVM","Repeat_19_Fold_01",19,"Fold_01",6,"radial",1,0.1,4,0.186446867325725
"SVM","Repeat_19_Fold_01",19,"Fold_01",7,"radial",10,0.1,4,0.182483786184725
"SVM","Repeat_19_Fold_01",19,"Fold_01",8,"radial",100,0.1,4,0.178898643149542
"SVM","Repeat_19_Fold_01",19,"Fold_01",9,"radial",0.1,1,4,0.211913813774566
"SVM","Repeat_19_Fold_01",19,"Fold_01",10,"radial",1,1,4,0.155496771727731
"SVM","Repeat_19_Fold_01",19,"Fold_01",11,"radial",10,1,4,0.152624182236314
"SVM","Repeat_19_Fold_01",19,"Fold_01",12,"radial",100,1,4,0.152006293260839
"SVM","Repeat_19_Fold_02",19,"Fold_02",1,"radial",0.1,0.01,4,0.178064391920409
"SVM","Repeat_19_Fold_02",19,"Fold_02",2,"radial",1,0.01,4,0.151428984804559
"SVM","Repeat_19_Fold_02",19,"Fold_02",3,"radial",10,0.01,4,0.158016721210646
"SVM","Repeat_19_Fold_02",19,"Fold_02",4,"radial",100,0.01,4,0.168780367116389
"SVM","Repeat_19_Fold_02",19,"Fold_02",5,"radial",0.1,0.1,4,0.187289433141663
"SVM","Repeat_19_Fold_02",19,"Fold_02",6,"radial",1,0.1,4,0.207202028194387
"SVM","Repeat_19_Fold_02",19,"Fold_02",7,"radial",10,0.1,4,0.200813427535317
"SVM","Repeat_19_Fold_02",19,"Fold_02",8,"radial",100,0.1,4,0.187463791645939
"SVM","Repeat_19_Fold_02",19,"Fold_02",9,"radial",0.1,1,4,0.241056122564659
"SVM","Repeat_19_Fold_02",19,"Fold_02",10,"radial",1,1,4,0.179603796411355
"SVM","Repeat_19_Fold_02",19,"Fold_02",11,"radial",10,1,4,0.162038486542469
"SVM","Repeat_19_Fold_02",19,"Fold_02",12,"radial",100,1,4,0.163291394689386
"SVM","Repeat_19_Fold_03",19,"Fold_03",1,"radial",0.1,0.01,4,0.176058715216278
"SVM","Repeat_19_Fold_03",19,"Fold_03",2,"radial",1,0.01,4,0.159964053850417
"SVM","Repeat_19_Fold_03",19,"Fold_03",3,"radial",10,0.01,4,0.156683016986106
"SVM","Repeat_19_Fold_03",19,"Fold_03",4,"radial",100,0.01,4,0.164596323218126
"SVM","Repeat_19_Fold_03",19,"Fold_03",5,"radial",0.1,0.1,4,0.180744851384044
"SVM","Repeat_19_Fold_03",19,"Fold_03",6,"radial",1,0.1,4,0.192136307515852
"SVM","Repeat_19_Fold_03",19,"Fold_03",7,"radial",10,0.1,4,0.21911344337654
"SVM","Repeat_19_Fold_03",19,"Fold_03",8,"radial",100,0.1,4,0.254843291158076
"SVM","Repeat_19_Fold_03",19,"Fold_03",9,"radial",0.1,1,4,0.179504172714797
"SVM","Repeat_19_Fold_03",19,"Fold_03",10,"radial",1,1,4,0.197957988468675
"SVM","Repeat_19_Fold_03",19,"Fold_03",11,"radial",10,1,4,0.170993377404379
"SVM","Repeat_19_Fold_03",19,"Fold_03",12,"radial",100,1,4,0.23110740375806
"SVM","Repeat_19_Fold_04",19,"Fold_04",1,"radial",0.1,0.01,4,0.216697159608706
"SVM","Repeat_19_Fold_04",19,"Fold_04",2,"radial",1,0.01,4,0.150369579058883
"SVM","Repeat_19_Fold_04",19,"Fold_04",3,"radial",10,0.01,4,0.150019217725381
"SVM","Repeat_19_Fold_04",19,"Fold_04",4,"radial",100,0.01,4,0.15283275411264
"SVM","Repeat_19_Fold_04",19,"Fold_04",5,"radial",0.1,0.1,4,0.176007384003554
"SVM","Repeat_19_Fold_04",19,"Fold_04",6,"radial",1,0.1,4,0.14259717172662
"SVM","Repeat_19_Fold_04",19,"Fold_04",7,"radial",10,0.1,4,0.153380788440195
"SVM","Repeat_19_Fold_04",19,"Fold_04",8,"radial",100,0.1,4,0.160470043574713
"SVM","Repeat_19_Fold_04",19,"Fold_04",9,"radial",0.1,1,4,0.294376808025617
"SVM","Repeat_19_Fold_04",19,"Fold_04",10,"radial",1,1,4,0.165623056298974
"SVM","Repeat_19_Fold_04",19,"Fold_04",11,"radial",10,1,4,0.166531101223787
"SVM","Repeat_19_Fold_04",19,"Fold_04",12,"radial",100,1,4,0.184839981609568
"SVM","Repeat_19_Fold_05",19,"Fold_05",1,"radial",0.1,0.01,4,0.190119760458137
"SVM","Repeat_19_Fold_05",19,"Fold_05",2,"radial",1,0.01,4,0.161385111058904
"SVM","Repeat_19_Fold_05",19,"Fold_05",3,"radial",10,0.01,4,0.15724911230272
"SVM","Repeat_19_Fold_05",19,"Fold_05",4,"radial",100,0.01,4,0.157818317802367
"SVM","Repeat_19_Fold_05",19,"Fold_05",5,"radial",0.1,0.1,4,0.167476747799678
"SVM","Repeat_19_Fold_05",19,"Fold_05",6,"radial",1,0.1,4,0.173163220277637
"SVM","Repeat_19_Fold_05",19,"Fold_05",7,"radial",10,0.1,4,0.168102758329125
"SVM","Repeat_19_Fold_05",19,"Fold_05",8,"radial",100,0.1,4,0.165346929264044
